Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,654,Saint Helena,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,772876,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,740,Suriname,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,21261,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,724,Spain,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,470780,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,757,Switzerland,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,2558,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,752,Sweden,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,79725,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,788,Tunisia,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,36983,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,764,Thailand,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,4195098,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,776,Tonga,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,245,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,780,Trinidad and Tobago,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,211367,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,858,Uruguay,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,14,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,842,United States of America,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,34493202,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,826,United Kingdom,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,672100,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,818,Egypt,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1987,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,800,Uganda,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,125851,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,804,Ukraine,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,119744,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,792,Turkey,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,34789,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,490,"Other Asia, nes",,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1007681,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,504,Morocco,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,640956,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,528,Netherlands,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,576467,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,531,Curaçao,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,4455,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,579,Norway,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1544258,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,591,Panama,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,118925,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,608,Philippines,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,3000,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,0,World,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,306943400,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,8,Albania,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,111800,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,24,Angola,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,21816,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,28,Antigua and Barbuda,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,66573,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,36,Australia,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1818,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,48,Bahrain,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,5149,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,52,Barbados,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,298414,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,56,Belgium,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1131276,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,76,Brazil,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,63079,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,92,Br. Virgin Isds,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,31500,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,100,Bulgaria,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,457765,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,112,Belarus,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,38750,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,156,China,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,33786751,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,162,Christmas Isds,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,13680,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,188,Costa Rica,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,23,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,208,Denmark,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,3657164,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,212,Dominica,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,31088,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,214,Dominican Rep.,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1165088,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,226,Equatorial Guinea,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,54520,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,233,Estonia,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,28000,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,246,Finland,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,496221,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,251,France,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,3022476,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,268,Georgia,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,134377,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,276,Germany,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,501749,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,300,Greece,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,50055,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,308,Grenada,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,159254,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,316,Guam,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,68724,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,332,Haiti,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,671856,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,344,"China, Hong Kong SAR",,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,15538126,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,352,Iceland,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1918584,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,360,Indonesia,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,108433,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,376,Israel,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,259083,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,0,World,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,23046560,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,757,Switzerland,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,1269541,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,764,Thailand,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,189214,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,704,Viet Nam,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,18887,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,699,India,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,109574,,,0
HS,2016,201604,April 2016,2,0,1,Imports,124,Canada,,682,Saudi Arabia,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,141557,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,12,Algeria,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,28779,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,36,Australia,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,313186,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,44,Bahamas,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,141261,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,52,Barbados,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,25890,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,60,Bermuda,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,4136,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,68,Bolivia,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,53050,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,76,Brazil,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,655883,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,136,Cayman Isds,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,167,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,144,Sri Lanka,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,41501,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,152,Chile,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,210890,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,156,China,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,1007857,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,191,Croatia,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,68702,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,222,El Salvador,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,78,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,251,France,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,373144,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,276,Germany,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,135000,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,320,Guatemala,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,4543,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,328,Guyana,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,117,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,340,Honduras,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,47,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,344,"China, Hong Kong SAR",,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,185829,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,388,Jamaica,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,160264,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,392,Japan,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,789292,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,410,Rep. of Korea,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,461265,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,414,Kuwait,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,79361,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,422,Lebanon,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,57962,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,376,Israel,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,17100,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,478,Mauritania,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,110250,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,480,Mauritius,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,69686,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,484,Mexico,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,676255,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,490,"Other Asia, nes",,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,148247,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,512,Oman,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,15424,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,528,Netherlands,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,40855,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,533,Aruba,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,4639,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,554,New Zealand,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,30592,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,579,Norway,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,841,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,604,Peru,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,20,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,608,Philippines,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,274706,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,616,Poland,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,207761,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,634,Qatar,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,118320,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,643,Russian Federation,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,485045,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,666,Saint Pierre and Miquelon,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,28141,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,670,Saint Vincent and the Grenadines,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,98,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,682,Saudi Arabia,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,628124,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,686,Senegal,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,209,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,702,Singapore,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,126591,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,729,Sudan,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,257577,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,716,Zimbabwe,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,21759,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,780,Trinidad and Tobago,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,44322,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,784,United Arab Emirates,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,210369,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,792,Turkey,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,230233,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,818,Egypt,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,662466,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,826,United Kingdom,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,38075,,,0
HS,2016,201604,April 2016,2,0,2,Exports,124,Canada,,842,United States of America,,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,,,,,13800649,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,528,Netherlands,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,897632,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,554,New Zealand,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,11982804,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,616,Poland,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,1561715,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,620,Portugal,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,41846,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,724,Spain,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,1817123,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,344,"China, Hong Kong SAR",,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,1958,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,704,Viet Nam,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,20884,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,826,United Kingdom,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,652255,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,842,United States of America,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,112011155,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,858,Uruguay,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,12711802,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,174150510,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,40,Austria,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,143961,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,152,Chile,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,1260826,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,36,Australia,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,19395644,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,76,Brazil,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,3595385,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,208,Denmark,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,1668047,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,246,Finland,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,124734,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,251,France,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,489607,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,124,Canada,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,1,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,276,Germany,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,2544855,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,392,Japan,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,136195,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,348,Hungary,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,992755,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,372,Ireland,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,383328,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,381,Italy,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,612533,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,484,Mexico,,,,,,,,,02,Meat and edible meat offal,0,,,,,,,,1103467,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,0,World,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,115877059,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,32,Argentina,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1307873,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,36,Australia,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,310071,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,50,Bangladesh,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,742211,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,52,Barbados,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,1721,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,44,Bahamas,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,683867,,,0
HS,2016,201603,March 2016,2,0,1,Imports,124,Canada,,76,Brazil,,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,,,,,152014,,,0
